"","Wormbase.ID","ï..Sequence.ID","Category.1","Category.2","Category.3","Description"
"1924","WBGene00004809",NA,NA,NA,NA,NA
"1925","WBGene00004822",NA,NA,NA,NA,NA
"1926","WBGene00004823",NA,NA,NA,NA,NA
"1927","WBGene00004825",NA,NA,NA,NA,NA
"1928","WBGene00004826",NA,NA,NA,NA,NA
"1929","WBGene00004827",NA,NA,NA,NA,NA
"1930","WBGene00004829",NA,NA,NA,NA,NA
"1931","WBGene00004830",NA,NA,NA,NA,NA
"1932","WBGene00004831",NA,NA,NA,NA,NA
"1933","WBGene00004855",NA,NA,NA,NA,NA
"1934","WBGene00004858",NA,NA,NA,NA,NA
"1935","WBGene00004859",NA,NA,NA,NA,NA
"1936","WBGene00004862",NA,NA,NA,NA,NA
"1937","WBGene00004873",NA,NA,NA,NA,NA
"1938","WBGene00004874",NA,NA,NA,NA,NA
"1939","WBGene00004875",NA,NA,NA,NA,NA
"1940","WBGene00004879",NA,NA,NA,NA,NA
"1941","WBGene00004880",NA,NA,NA,NA,NA
"1942","WBGene00004881",NA,NA,NA,NA,NA
"1943","WBGene00004882",NA,NA,NA,NA,NA
"1944","WBGene00004884",NA,NA,NA,NA,NA
"1945","WBGene00004885",NA,NA,NA,NA,NA
"1946","WBGene00004886",NA,NA,NA,NA,NA
"1947","WBGene00004887",NA,NA,NA,NA,NA
"1948","WBGene00004888",NA,NA,NA,NA,NA
"1949","WBGene00004889",NA,NA,NA,NA,NA
"1950","WBGene00004890",NA,NA,NA,NA,NA
"1951","WBGene00004891",NA,NA,NA,NA,NA
"1952","WBGene00004892",NA,NA,NA,NA,NA
"1953","WBGene00004893",NA,NA,NA,NA,NA
"1954","WBGene00004894",NA,NA,NA,NA,NA
"1955","WBGene00004895",NA,NA,NA,NA,NA
"1956","WBGene00004896",NA,NA,NA,NA,NA
"1957","WBGene00004897",NA,NA,NA,NA,NA
"1958","WBGene00004900",NA,NA,NA,NA,NA
"1959","WBGene00004902",NA,NA,NA,NA,NA
"1960","WBGene00004905",NA,NA,NA,NA,NA
"1961","WBGene00004908",NA,NA,NA,NA,NA
"1962","WBGene00004910",NA,NA,NA,NA,NA
"1963","WBGene00004912",NA,NA,NA,NA,NA
"1964","WBGene00004914",NA,NA,NA,NA,NA
"1965","WBGene00004915",NA,NA,NA,NA,NA
"1966","WBGene00004916",NA,NA,NA,NA,NA
"1967","WBGene00004917",NA,NA,NA,NA,NA
"1968","WBGene00004918",NA,NA,NA,NA,NA
"1969","WBGene00004919",NA,NA,NA,NA,NA
"1970","WBGene00004920",NA,NA,NA,NA,NA
"1971","WBGene00004921",NA,NA,NA,NA,NA
"1972","WBGene00004922",NA,NA,NA,NA,NA
"1973","WBGene00004923",NA,NA,NA,NA,NA
"1974","WBGene00004924",NA,NA,NA,NA,NA
"1975","WBGene00004925",NA,NA,NA,NA,NA
"1976","WBGene00004927",NA,NA,NA,NA,NA
"1977","WBGene00004928",NA,NA,NA,NA,NA
"1978","WBGene00004929",NA,NA,NA,NA,NA
"1979","WBGene00004930",NA,NA,NA,NA,NA
"1980","WBGene00004931",NA,NA,NA,NA,NA
"1981","WBGene00004932",NA,NA,NA,NA,NA
"1982","WBGene00004933",NA,NA,NA,NA,NA
"1983","WBGene00004945",NA,NA,NA,NA,NA
"1984","WBGene00004946",NA,NA,NA,NA,NA
"1985","WBGene00004947",NA,NA,NA,NA,NA
"1986","WBGene00004949",NA,NA,NA,NA,NA
"1987","WBGene00004950",NA,NA,NA,NA,NA
"1988","WBGene00004951",NA,NA,NA,NA,NA
"1989","WBGene00004952",NA,NA,NA,NA,NA
"1990","WBGene00004953",NA,NA,NA,NA,NA
"1991","WBGene00004955",NA,NA,NA,NA,NA
"1992","WBGene00004974",NA,NA,NA,NA,NA
"1993","WBGene00004975",NA,NA,NA,NA,NA
"1994","WBGene00004978",NA,NA,NA,NA,NA
"1995","WBGene00004979",NA,NA,NA,NA,NA
"1996","WBGene00004980",NA,NA,NA,NA,NA
"1997","WBGene00004981",NA,NA,NA,NA,NA
"1998","WBGene00004984",NA,NA,NA,NA,NA
"1999","WBGene00004988",NA,NA,NA,NA,NA
"2000","WBGene00004990",NA,NA,NA,NA,NA
"2001","WBGene00004995",NA,NA,NA,NA,NA
"2002","WBGene00005000",NA,NA,NA,NA,NA
"2003","WBGene00005002",NA,NA,NA,NA,NA
"2004","WBGene00005006",NA,NA,NA,NA,NA
"2005","WBGene00005007",NA,NA,NA,NA,NA
"2006","WBGene00005008",NA,NA,NA,NA,NA
"2007","WBGene00005009",NA,NA,NA,NA,NA
"2008","WBGene00005010",NA,NA,NA,NA,NA
"2009","WBGene00005014",NA,NA,NA,NA,NA
"2010","WBGene00005015",NA,NA,NA,NA,NA
"2011","WBGene00005018",NA,NA,NA,NA,NA
"2012","WBGene00005019",NA,NA,NA,NA,NA
"2013","WBGene00005020",NA,NA,NA,NA,NA
"2014","WBGene00005021",NA,NA,NA,NA,NA
"2015","WBGene00005022",NA,NA,NA,NA,NA
"2016","WBGene00005023",NA,NA,NA,NA,NA
"2017","WBGene00005024",NA,NA,NA,NA,NA
"2018","WBGene00005025",NA,NA,NA,NA,NA
"2019","WBGene00005026",NA,NA,NA,NA,NA
"2020","WBGene00005040",NA,NA,NA,NA,NA
"2021","WBGene00005077",NA,NA,NA,NA,NA
"2022","WBGene00005552",NA,NA,NA,NA,NA
"2023","WBGene00005642",NA,NA,NA,NA,NA
"2024","WBGene00005643",NA,NA,NA,NA,NA
"2025","WBGene00005644",NA,NA,NA,NA,NA
"2026","WBGene00005647",NA,NA,NA,NA,NA
"2027","WBGene00005648",NA,NA,NA,NA,NA
"2028","WBGene00005654",NA,NA,NA,NA,NA
"2029","WBGene00005662",NA,NA,NA,NA,NA
"2030","WBGene00005663",NA,NA,NA,NA,NA
"2031","WBGene00006038",NA,NA,NA,NA,NA
"2032","WBGene00006039",NA,NA,NA,NA,NA
"2033","WBGene00006050",NA,NA,NA,NA,NA
"2034","WBGene00006051",NA,NA,NA,NA,NA
"2035","WBGene00006053",NA,NA,NA,NA,NA
"2036","WBGene00006056",NA,NA,NA,NA,NA
"2037","WBGene00006059",NA,NA,NA,NA,NA
"2038","WBGene00006060",NA,NA,NA,NA,NA
"2039","WBGene00006061",NA,NA,NA,NA,NA
"2040","WBGene00006062",NA,NA,NA,NA,NA
"2041","WBGene00006063",NA,NA,NA,NA,NA
"2042","WBGene00006066",NA,NA,NA,NA,NA
"2043","WBGene00006067",NA,NA,NA,NA,NA
"2044","WBGene00006306",NA,NA,NA,NA,NA
"2045","WBGene00006307",NA,NA,NA,NA,NA
"2046","WBGene00006311",NA,NA,NA,NA,NA
"2047","WBGene00006319",NA,NA,NA,NA,NA
"2048","WBGene00006321",NA,NA,NA,NA,NA
"2049","WBGene00006324",NA,NA,NA,NA,NA
"2050","WBGene00006331",NA,NA,NA,NA,NA
"2051","WBGene00006342",NA,NA,NA,NA,NA
"2052","WBGene00006349",NA,NA,NA,NA,NA
"2053","WBGene00006351",NA,NA,NA,NA,NA
"2054","WBGene00006352",NA,NA,NA,NA,NA
"2055","WBGene00006353",NA,NA,NA,NA,NA
"2056","WBGene00006359",NA,NA,NA,NA,NA
"2057","WBGene00006364",NA,NA,NA,NA,NA
"2058","WBGene00006365",NA,NA,NA,NA,NA
"2059","WBGene00006367",NA,NA,NA,NA,NA
"2060","WBGene00006368",NA,NA,NA,NA,NA
"2061","WBGene00006369",NA,NA,NA,NA,NA
"2062","WBGene00006371",NA,NA,NA,NA,NA
"2063","WBGene00006372",NA,NA,NA,NA,NA
"2064","WBGene00006373",NA,NA,NA,NA,NA
"2065","WBGene00006375",NA,NA,NA,NA,NA
"2066","WBGene00006376",NA,NA,NA,NA,NA
"2067","WBGene00006381",NA,NA,NA,NA,NA
"2068","WBGene00006382",NA,NA,NA,NA,NA
"2069","WBGene00006383",NA,NA,NA,NA,NA
"2070","WBGene00006384",NA,NA,NA,NA,NA
"2071","WBGene00006385",NA,NA,NA,NA,NA
"2072","WBGene00006386",NA,NA,NA,NA,NA
"2073","WBGene00006387",NA,NA,NA,NA,NA
"2074","WBGene00006389",NA,NA,NA,NA,NA
"2075","WBGene00006390",NA,NA,NA,NA,NA
"2076","WBGene00006391",NA,NA,NA,NA,NA
"2077","WBGene00006392",NA,NA,NA,NA,NA
"2078","WBGene00006393",NA,NA,NA,NA,NA
"2079","WBGene00006394",NA,NA,NA,NA,NA
"2080","WBGene00006396",NA,NA,NA,NA,NA
"2081","WBGene00006397",NA,NA,NA,NA,NA
"2082","WBGene00006402",NA,NA,NA,NA,NA
"2083","WBGene00006404",NA,NA,NA,NA,NA
"2084","WBGene00006405",NA,NA,NA,NA,NA
"2085","WBGene00006406",NA,NA,NA,NA,NA
"2086","WBGene00006407",NA,NA,NA,NA,NA
"2087","WBGene00006408",NA,NA,NA,NA,NA
"2088","WBGene00006410",NA,NA,NA,NA,NA
"2089","WBGene00006411",NA,NA,NA,NA,NA
"2090","WBGene00006412",NA,NA,NA,NA,NA
"2091","WBGene00006414",NA,NA,NA,NA,NA
"2092","WBGene00006415",NA,NA,NA,NA,NA
"2093","WBGene00006416",NA,NA,NA,NA,NA
"2094","WBGene00006423",NA,NA,NA,NA,NA
"2095","WBGene00006430",NA,NA,NA,NA,NA
"2096","WBGene00006432",NA,NA,NA,NA,NA
"2097","WBGene00006433",NA,NA,NA,NA,NA
"2098","WBGene00006434",NA,NA,NA,NA,NA
"2099","WBGene00006436",NA,NA,NA,NA,NA
"2100","WBGene00006437",NA,NA,NA,NA,NA
"2101","WBGene00006438",NA,NA,NA,NA,NA
"2102","WBGene00006439",NA,NA,NA,NA,NA
"2103","WBGene00006440",NA,NA,NA,NA,NA
"2104","WBGene00006442",NA,NA,NA,NA,NA
"2105","WBGene00006443",NA,NA,NA,NA,NA
"2106","WBGene00006444",NA,NA,NA,NA,NA
"2107","WBGene00006445",NA,NA,NA,NA,NA
"2108","WBGene00006446",NA,NA,NA,NA,NA
"2109","WBGene00006447",NA,NA,NA,NA,NA
"2110","WBGene00006448",NA,NA,NA,NA,NA
"2111","WBGene00006450",NA,NA,NA,NA,NA
"2112","WBGene00006452",NA,NA,NA,NA,NA
"2113","WBGene00006460",NA,NA,NA,NA,NA
"2114","WBGene00006461",NA,NA,NA,NA,NA
"2115","WBGene00006462",NA,NA,NA,NA,NA
"2116","WBGene00006463",NA,NA,NA,NA,NA
"2117","WBGene00006465",NA,NA,NA,NA,NA
"2118","WBGene00006467",NA,NA,NA,NA,NA
"2119","WBGene00006468",NA,NA,NA,NA,NA
"2120","WBGene00006472",NA,NA,NA,NA,NA
"2121","WBGene00006474",NA,NA,NA,NA,NA
"2122","WBGene00006475",NA,NA,NA,NA,NA
"2123","WBGene00006476",NA,NA,NA,NA,NA
"2124","WBGene00006478",NA,NA,NA,NA,NA
"2125","WBGene00006479",NA,NA,NA,NA,NA
"2126","WBGene00006481",NA,NA,NA,NA,NA
"2127","WBGene00006483",NA,NA,NA,NA,NA
"2128","WBGene00006486",NA,NA,NA,NA,NA
"2129","WBGene00006489",NA,NA,NA,NA,NA
"2130","WBGene00006490",NA,NA,NA,NA,NA
"2131","WBGene00006491",NA,NA,NA,NA,NA
"2132","WBGene00006492",NA,NA,NA,NA,NA
"2133","WBGene00006493",NA,NA,NA,NA,NA
"2134","WBGene00006494",NA,NA,NA,NA,NA
"2135","WBGene00006495",NA,NA,NA,NA,NA
"2136","WBGene00006496",NA,NA,NA,NA,NA
"2137","WBGene00006497",NA,NA,NA,NA,NA
"2138","WBGene00006498",NA,NA,NA,NA,NA
"2139","WBGene00006499",NA,NA,NA,NA,NA
"2140","WBGene00006503",NA,NA,NA,NA,NA
"2141","WBGene00006504",NA,NA,NA,NA,NA
"2142","WBGene00006508",NA,NA,NA,NA,NA
"2143","WBGene00006510",NA,NA,NA,NA,NA
"2144","WBGene00006512",NA,NA,NA,NA,NA
"2145","WBGene00006513",NA,NA,NA,NA,NA
"2146","WBGene00006514",NA,NA,NA,NA,NA
"2147","WBGene00006515",NA,NA,NA,NA,NA
"2148","WBGene00006516",NA,NA,NA,NA,NA
"2149","WBGene00006517",NA,NA,NA,NA,NA
"2150","WBGene00006518",NA,NA,NA,NA,NA
"2151","WBGene00006519",NA,NA,NA,NA,NA
"2152","WBGene00006520",NA,NA,NA,NA,NA
"2153","WBGene00006523",NA,NA,NA,NA,NA
"2154","WBGene00006524",NA,NA,NA,NA,NA
"2155","WBGene00006527",NA,NA,NA,NA,NA
"2156","WBGene00006528",NA,NA,NA,NA,NA
"2157","WBGene00006529",NA,NA,NA,NA,NA
"2158","WBGene00006530",NA,NA,NA,NA,NA
"2159","WBGene00006535",NA,NA,NA,NA,NA
"2160","WBGene00006536",NA,NA,NA,NA,NA
"2161","WBGene00006537",NA,NA,NA,NA,NA
"2162","WBGene00006539",NA,NA,NA,NA,NA
"2163","WBGene00006540",NA,NA,NA,NA,NA
"2164","WBGene00006541",NA,NA,NA,NA,NA
"2165","WBGene00006542",NA,NA,NA,NA,NA
"2166","WBGene00006543",NA,NA,NA,NA,NA
"2167","WBGene00006562",NA,NA,NA,NA,NA
"2168","WBGene00006563",NA,NA,NA,NA,NA
"2169","WBGene00006565",NA,NA,NA,NA,NA
"2170","WBGene00006566",NA,NA,NA,NA,NA
"2171","WBGene00006567",NA,NA,NA,NA,NA
"2172","WBGene00006568",NA,NA,NA,NA,NA
"2173","WBGene00006570",NA,NA,NA,NA,NA
"2174","WBGene00006571",NA,NA,NA,NA,NA
"2175","WBGene00006572",NA,NA,NA,NA,NA
"2176","WBGene00006573",NA,NA,NA,NA,NA
"2177","WBGene00006574",NA,NA,NA,NA,NA
"2178","WBGene00006575",NA,NA,NA,NA,NA
"2179","WBGene00006577",NA,NA,NA,NA,NA
"2180","WBGene00006578",NA,NA,NA,NA,NA
"2181","WBGene00006579",NA,NA,NA,NA,NA
"2182","WBGene00006580",NA,NA,NA,NA,NA
"2183","WBGene00006582",NA,NA,NA,NA,NA
"2184","WBGene00006583",NA,NA,NA,NA,NA
"2185","WBGene00006584",NA,NA,NA,NA,NA
"2186","WBGene00006585",NA,NA,NA,NA,NA
"2187","WBGene00006586",NA,NA,NA,NA,NA
"2188","WBGene00006587",NA,NA,NA,NA,NA
"2189","WBGene00006588",NA,NA,NA,NA,NA
"2190","WBGene00006589",NA,NA,NA,NA,NA
"2191","WBGene00006590",NA,NA,NA,NA,NA
"2192","WBGene00006593",NA,NA,NA,NA,NA
"2193","WBGene00006594",NA,NA,NA,NA,NA
"2194","WBGene00006595",NA,NA,NA,NA,NA
"2195","WBGene00006596",NA,NA,NA,NA,NA
"2196","WBGene00006599",NA,NA,NA,NA,NA
"2197","WBGene00006601",NA,NA,NA,NA,NA
"2198","WBGene00006602",NA,NA,NA,NA,NA
"2199","WBGene00006603",NA,NA,NA,NA,NA
"2200","WBGene00006604",NA,NA,NA,NA,NA
"2201","WBGene00006605",NA,NA,NA,NA,NA
"2202","WBGene00006606",NA,NA,NA,NA,NA
"2203","WBGene00006607",NA,NA,NA,NA,NA
"2204","WBGene00006608",NA,NA,NA,NA,NA
"2205","WBGene00006609",NA,NA,NA,NA,NA
"2206","WBGene00006613",NA,NA,NA,NA,NA
"2207","WBGene00006617",NA,NA,NA,NA,NA
"2208","WBGene00006626",NA,NA,NA,NA,NA
"2209","WBGene00006634",NA,NA,NA,NA,NA
"2210","WBGene00006637",NA,NA,NA,NA,NA
"2211","WBGene00006638",NA,NA,NA,NA,NA
"2212","WBGene00006640",NA,NA,NA,NA,NA
"2213","WBGene00006646",NA,NA,NA,NA,NA
"2214","WBGene00006647",NA,NA,NA,NA,NA
"2215","WBGene00006648",NA,NA,NA,NA,NA
"2216","WBGene00006649",NA,NA,NA,NA,NA
"2217","WBGene00006656",NA,NA,NA,NA,NA
"2218","WBGene00006660",NA,NA,NA,NA,NA
"2219","WBGene00006662",NA,NA,NA,NA,NA
"2220","WBGene00006663",NA,NA,NA,NA,NA
"2221","WBGene00006667",NA,NA,NA,NA,NA
"2222","WBGene00006668",NA,NA,NA,NA,NA
"2223","WBGene00006671",NA,NA,NA,NA,NA
"2224","WBGene00006672",NA,NA,NA,NA,NA
"2225","WBGene00006677",NA,NA,NA,NA,NA
"2226","WBGene00006683",NA,NA,NA,NA,NA
"2227","WBGene00006692",NA,NA,NA,NA,NA
"2228","WBGene00006693",NA,NA,NA,NA,NA
"2229","WBGene00006697",NA,NA,NA,NA,NA
"2230","WBGene00006698",NA,NA,NA,NA,NA
"2231","WBGene00006699",NA,NA,NA,NA,NA
"2232","WBGene00006700",NA,NA,NA,NA,NA
"2233","WBGene00006701",NA,NA,NA,NA,NA
"2234","WBGene00006702",NA,NA,NA,NA,NA
"2235","WBGene00006703",NA,NA,NA,NA,NA
"2236","WBGene00006704",NA,NA,NA,NA,NA
"2237","WBGene00006705",NA,NA,NA,NA,NA
"2238","WBGene00006706",NA,NA,NA,NA,NA
"2239","WBGene00006707",NA,NA,NA,NA,NA
"2240","WBGene00006708",NA,NA,NA,NA,NA
"2241","WBGene00006709",NA,NA,NA,NA,NA
"2242","WBGene00006710",NA,NA,NA,NA,NA
"2243","WBGene00006711",NA,NA,NA,NA,NA
"2244","WBGene00006713",NA,NA,NA,NA,NA
"2245","WBGene00006714",NA,NA,NA,NA,NA
"2246","WBGene00006715",NA,NA,NA,NA,NA
"2247","WBGene00006720",NA,NA,NA,NA,NA
"2248","WBGene00006721",NA,NA,NA,NA,NA
"2249","WBGene00006722",NA,NA,NA,NA,NA
"2250","WBGene00006723",NA,NA,NA,NA,NA
"2251","WBGene00006724",NA,NA,NA,NA,NA
"2252","WBGene00006725",NA,NA,NA,NA,NA
"2253","WBGene00006727",NA,NA,NA,NA,NA
"2254","WBGene00006728",NA,NA,NA,NA,NA
"2255","WBGene00006729",NA,NA,NA,NA,NA
"2256","WBGene00006730",NA,NA,NA,NA,NA
"2257","WBGene00006733",NA,NA,NA,NA,NA
"2258","WBGene00006734",NA,NA,NA,NA,NA
"2259","WBGene00006735",NA,NA,NA,NA,NA
"2260","WBGene00006736",NA,NA,NA,NA,NA
"2261","WBGene00006737",NA,NA,NA,NA,NA
"2262","WBGene00006738",NA,NA,NA,NA,NA
"2263","WBGene00006739",NA,NA,NA,NA,NA
"2264","WBGene00006741",NA,NA,NA,NA,NA
"2265","WBGene00006742",NA,NA,NA,NA,NA
"2266","WBGene00006745",NA,NA,NA,NA,NA
"2267","WBGene00006746",NA,NA,NA,NA,NA
"2268","WBGene00006747",NA,NA,NA,NA,NA
"2269","WBGene00006749",NA,NA,NA,NA,NA
"2270","WBGene00006750",NA,NA,NA,NA,NA
"2271","WBGene00006751",NA,NA,NA,NA,NA
"2272","WBGene00006752",NA,NA,NA,NA,NA
"2273","WBGene00006753",NA,NA,NA,NA,NA
"2274","WBGene00006754",NA,NA,NA,NA,NA
"2275","WBGene00006755",NA,NA,NA,NA,NA
"2276","WBGene00006757",NA,NA,NA,NA,NA
"2277","WBGene00006759",NA,NA,NA,NA,NA
"2278","WBGene00006760",NA,NA,NA,NA,NA
"2279","WBGene00006761",NA,NA,NA,NA,NA
"2280","WBGene00006762",NA,NA,NA,NA,NA
"2281","WBGene00006763",NA,NA,NA,NA,NA
"2282","WBGene00006764",NA,NA,NA,NA,NA
"2283","WBGene00006765",NA,NA,NA,NA,NA
"2284","WBGene00006767",NA,NA,NA,NA,NA
"2285","WBGene00006768",NA,NA,NA,NA,NA
"2286","WBGene00006769",NA,NA,NA,NA,NA
"2287","WBGene00006770",NA,NA,NA,NA,NA
"2288","WBGene00006771",NA,NA,NA,NA,NA
"2289","WBGene00006772",NA,NA,NA,NA,NA
"2290","WBGene00006773",NA,NA,NA,NA,NA
"2291","WBGene00006774",NA,NA,NA,NA,NA
"2292","WBGene00006776",NA,NA,NA,NA,NA
"2293","WBGene00006777",NA,NA,NA,NA,NA
"2294","WBGene00006779",NA,NA,NA,NA,NA
"2295","WBGene00006780",NA,NA,NA,NA,NA
"2296","WBGene00006781",NA,NA,NA,NA,NA
"2297","WBGene00006784",NA,NA,NA,NA,NA
"2298","WBGene00006785",NA,NA,NA,NA,NA
"2299","WBGene00006786",NA,NA,NA,NA,NA
"2300","WBGene00006787",NA,NA,NA,NA,NA
"2301","WBGene00006788",NA,NA,NA,NA,NA
"2302","WBGene00006789",NA,NA,NA,NA,NA
"2303","WBGene00006791",NA,NA,NA,NA,NA
"2304","WBGene00006792",NA,NA,NA,NA,NA
"2305","WBGene00006793",NA,NA,NA,NA,NA
"2306","WBGene00006794",NA,NA,NA,NA,NA
"2307","WBGene00006795",NA,NA,NA,NA,NA
"2308","WBGene00006796",NA,NA,NA,NA,NA
"2309","WBGene00006797",NA,NA,NA,NA,NA
"2310","WBGene00006798",NA,NA,NA,NA,NA
"2311","WBGene00006801",NA,NA,NA,NA,NA
"2312","WBGene00006802",NA,NA,NA,NA,NA
"2313","WBGene00006803",NA,NA,NA,NA,NA
"2314","WBGene00006804",NA,NA,NA,NA,NA
"2315","WBGene00006805",NA,NA,NA,NA,NA
"2316","WBGene00006807",NA,NA,NA,NA,NA
"2317","WBGene00006808",NA,NA,NA,NA,NA
"2318","WBGene00006810",NA,NA,NA,NA,NA
"2319","WBGene00006811",NA,NA,NA,NA,NA
"2320","WBGene00006812",NA,NA,NA,NA,NA
"2321","WBGene00006814",NA,NA,NA,NA,NA
"2322","WBGene00006815",NA,NA,NA,NA,NA
"2323","WBGene00006816",NA,NA,NA,NA,NA
"2324","WBGene00006817",NA,NA,NA,NA,NA
"2325","WBGene00006819",NA,NA,NA,NA,NA
"2326","WBGene00006820",NA,NA,NA,NA,NA
"2327","WBGene00006823",NA,NA,NA,NA,NA
"2328","WBGene00006824",NA,NA,NA,NA,NA
"2329","WBGene00006825",NA,NA,NA,NA,NA
"2330","WBGene00006826",NA,NA,NA,NA,NA
"2331","WBGene00006827",NA,NA,NA,NA,NA
"2332","WBGene00006829",NA,NA,NA,NA,NA
"2333","WBGene00006830",NA,NA,NA,NA,NA
"2334","WBGene00006831",NA,NA,NA,NA,NA
"2335","WBGene00006832",NA,NA,NA,NA,NA
"2336","WBGene00006833",NA,NA,NA,NA,NA
"2337","WBGene00006836",NA,NA,NA,NA,NA
"2338","WBGene00006839",NA,NA,NA,NA,NA
"2339","WBGene00006840",NA,NA,NA,NA,NA
"2340","WBGene00006843",NA,NA,NA,NA,NA
"2341","WBGene00006844",NA,NA,NA,NA,NA
"2342","WBGene00006852",NA,NA,NA,NA,NA
"2343","WBGene00006853",NA,NA,NA,NA,NA
"2344","WBGene00006856",NA,NA,NA,NA,NA
"2345","WBGene00006861",NA,NA,NA,NA,NA
"2346","WBGene00006862",NA,NA,NA,NA,NA
"2347","WBGene00006863",NA,NA,NA,NA,NA
"2348","WBGene00006864",NA,NA,NA,NA,NA
"2349","WBGene00006868",NA,NA,NA,NA,NA
"2350","WBGene00006869",NA,NA,NA,NA,NA
"2351","WBGene00006874",NA,NA,NA,NA,NA
"2352","WBGene00006875",NA,NA,NA,NA,NA
"2353","WBGene00006876",NA,NA,NA,NA,NA
"2354","WBGene00006882",NA,NA,NA,NA,NA
"2355","WBGene00006887",NA,NA,NA,NA,NA
"2356","WBGene00006888",NA,NA,NA,NA,NA
"2357","WBGene00006889",NA,NA,NA,NA,NA
"2358","WBGene00006890",NA,NA,NA,NA,NA
"2359","WBGene00006893",NA,NA,NA,NA,NA
"2360","WBGene00006896",NA,NA,NA,NA,NA
"2361","WBGene00006910",NA,NA,NA,NA,NA
"2362","WBGene00006911",NA,NA,NA,NA,NA
"2363","WBGene00006912",NA,NA,NA,NA,NA
"2364","WBGene00006913",NA,NA,NA,NA,NA
"2365","WBGene00006914",NA,NA,NA,NA,NA
"2366","WBGene00006916",NA,NA,NA,NA,NA
"2367","WBGene00006917",NA,NA,NA,NA,NA
"2368","WBGene00006918",NA,NA,NA,NA,NA
"2369","WBGene00006919",NA,NA,NA,NA,NA
"2370","WBGene00006920",NA,NA,NA,NA,NA
"2371","WBGene00006921",NA,NA,NA,NA,NA
"2372","WBGene00006922",NA,NA,NA,NA,NA
"2373","WBGene00006923",NA,NA,NA,NA,NA
"2374","WBGene00006924",NA,NA,NA,NA,NA
"2375","WBGene00006926",NA,NA,NA,NA,NA
"2376","WBGene00006929",NA,NA,NA,NA,NA
"2377","WBGene00006930",NA,NA,NA,NA,NA
"2378","WBGene00006931",NA,NA,NA,NA,NA
"2379","WBGene00006932",NA,NA,NA,NA,NA
"2380","WBGene00006933",NA,NA,NA,NA,NA
"2381","WBGene00006934",NA,NA,NA,NA,NA
"2382","WBGene00006935",NA,NA,NA,NA,NA
"2383","WBGene00006936",NA,NA,NA,NA,NA
"2384","WBGene00006937",NA,NA,NA,NA,NA
"2385","WBGene00006940",NA,NA,NA,NA,NA
"2386","WBGene00006941",NA,NA,NA,NA,NA
"2387","WBGene00006942",NA,NA,NA,NA,NA
"2388","WBGene00006943",NA,NA,NA,NA,NA
"2389","WBGene00006944",NA,NA,NA,NA,NA
"2390","WBGene00006945",NA,NA,NA,NA,NA
"2391","WBGene00006951",NA,NA,NA,NA,NA
"2392","WBGene00006957",NA,NA,NA,NA,NA
"2393","WBGene00006958",NA,NA,NA,NA,NA
"2394","WBGene00006959",NA,NA,NA,NA,NA
"2395","WBGene00006961",NA,NA,NA,NA,NA
"2396","WBGene00006963",NA,NA,NA,NA,NA
"2397","WBGene00006964",NA,NA,NA,NA,NA
"2398","WBGene00006968",NA,NA,NA,NA,NA
"2399","WBGene00006970",NA,NA,NA,NA,NA
"2400","WBGene00006971",NA,NA,NA,NA,NA
"2401","WBGene00006974",NA,NA,NA,NA,NA
"2402","WBGene00006975",NA,NA,NA,NA,NA
"2403","WBGene00006976",NA,NA,NA,NA,NA
"2404","WBGene00006977",NA,NA,NA,NA,NA
"2405","WBGene00006978",NA,NA,NA,NA,NA
"2406","WBGene00006983",NA,NA,NA,NA,NA
"2407","WBGene00006984",NA,NA,NA,NA,NA
"2408","WBGene00006986",NA,NA,NA,NA,NA
"2409","WBGene00006987",NA,NA,NA,NA,NA
"2410","WBGene00006988",NA,NA,NA,NA,NA
"2411","WBGene00006993",NA,NA,NA,NA,NA
"2412","WBGene00006994",NA,NA,NA,NA,NA
"2413","WBGene00006996",NA,NA,NA,NA,NA
"2414","WBGene00006997",NA,NA,NA,NA,NA
"2415","WBGene00006999",NA,NA,NA,NA,NA
"2416","WBGene00007000",NA,NA,NA,NA,NA
"2417","WBGene00007001",NA,NA,NA,NA,NA
"2418","WBGene00007007",NA,NA,NA,NA,NA
"2419","WBGene00007008",NA,NA,NA,NA,NA
"2420","WBGene00007009",NA,NA,NA,NA,NA
"2421","WBGene00007010",NA,NA,NA,NA,NA
"2422","WBGene00007011",NA,NA,NA,NA,NA
"2423","WBGene00007012",NA,NA,NA,NA,NA
"2424","WBGene00007013",NA,NA,NA,NA,NA
"2425","WBGene00007014",NA,NA,NA,NA,NA
"2426","WBGene00007015",NA,NA,NA,NA,NA
"2427","WBGene00007016",NA,NA,NA,NA,NA
"2428","WBGene00007017",NA,NA,NA,NA,NA
"2429","WBGene00007018",NA,NA,NA,NA,NA
"2430","WBGene00007019",NA,NA,NA,NA,NA
"2431","WBGene00007020",NA,NA,NA,NA,NA
"2432","WBGene00007021",NA,NA,NA,NA,NA
"2433","WBGene00007022",NA,NA,NA,NA,NA
"2434","WBGene00007023",NA,NA,NA,NA,NA
"2435","WBGene00007024",NA,NA,NA,NA,NA
"2436","WBGene00007025",NA,NA,NA,NA,NA
"2437","WBGene00007026",NA,NA,NA,NA,NA
"2438","WBGene00007027",NA,NA,NA,NA,NA
"2439","WBGene00007028",NA,NA,NA,NA,NA
"2440","WBGene00007029",NA,NA,NA,NA,NA
